position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
11,DJ Sabrina the Teenage DJ,Charmed,25 November 2020,House,"French House, Plunderphonics, Future Funk, Nu-Disco, Progressive House","uplifting, sampling, warm, happy, summer, energetic, sentimental, rhythmic","4,326",65,3.73,3hufhPvd2yMXONUeQjyrT3
12,Boldy James & Sterling Toles,Manger on McNichols,22 July 2020,"Jazz Rap, Gangsta Rap, Conscious Hip Hop","Experimental Hip Hop, Chamber Jazz","urban, deadpan, death, introspective, conscious, crime, drugs, apathetic","2,849",17,3.75,0ZUtBUG7Ya4y0p8qSYlPFj
13,Adrianne Lenker,Songs,23 October 2020,"Singer-Songwriter, Contemporary Folk",Indie Folk,"pastoral, acoustic, soothing, melancholic, soft, bittersweet, LGBT, introspective","5,878",50,3.73,2Qt8Z1LB3Fsrf6nhBNsvUJ
14,Moor Mother & Billy Woods,Brass,11 December 2020,"Abstract Hip Hop, Experimental Hip Hop, East Coast Hip Hop","Jazz Rap, Conscious Hip Hop, Political Hip Hop, Jazz Poetry, Drumless","dark, cryptic, political, abstract, female vocals, male vocals, atmospheric, sampling","4,170",25,3.74,2xU8y7tprnryyZndlYNNns
15,Freddie Gibbs & The Alchemist,Alfredo,29 May 2020,Gangsta Rap,"Jazz Rap, Boom Bap, Drumless","male vocals, sampling, drugs, crime, violence, boastful, urban, mellow","12,666",87,3.70,3znl1qe13kyjQv7KcR685N
16,Natalia Lafourcade,Un canto por México vol. 1,8 May 2020,"Mexican Folk Music, Ranchera","Mariachi, Cumbia mexicana, Son jarocho, Bolero, Son istmeño","female vocals, folklore, male vocals, romantic, love, warm, lush, concept album","3,585",32,3.74,6yDcHjoEqNkkl9UC6KSlFE
17,Oranssi Pazuzu,Mestarin kynsi,17 April 2020,"Avant-Garde Metal, Black Metal, Psychedelic Rock","Space Rock, Atmospheric Black Metal, Post-Metal","psychedelic, atmospheric, hypnotic, surreal, mysterious, progressive, ominous, dense","6,420",80,3.71,0gsk1RGjMrtEDE05s0TZMf
18,Trhä,Nvenlanëg,7 April 2020,"Atmospheric Black Metal, Ambient",Dungeon Synth,"cold, atmospheric, raw, male vocals, winter, lo-fi, melancholic, noisy",310,3,3.77,
19,The Strokes,The New Abnormal,10 April 2020,Indie Rock,"Post-Punk Revival, New Wave, Synthpop","bittersweet, male vocals, sentimental, melancholic, melodic, warm, passionate, atmospheric","16,456",202,3.67,2xkZV2Hl1Omi8rk2D7t5lN
20,Lianne La Havas,Lianne La Havas,17 July 2020,"Neo-Soul, Singer-Songwriter","Contemporary Folk, Pop Soul, Psychedelic Soul","passionate, female vocals, love, warm, lush, mellow, introspective, soft","6,420",66,3.70,1CqNrKEv2fhF7mudTXrydV
21,Omnipotent Youth Society 万能青年旅店,冀西南林路行 (Inside the Cable Temple),22 December 2020,"Art Rock, Progressive Rock","Folk Rock, Jazz-Rock, Chamber Folk","complex, eclectic, nature, lush, male vocals, poetic, progressive, political","1,782",13,3.73,6ValxpcsrkQP2ugCU2Kxwy
22,Demoniac,So It Goes,10 November 2020,"Technical Thrash Metal, Thrash Metal","Progressive Metal, Black Metal","aggressive, progressive, technical, eclectic, death, energetic, rhythmic, male vocals",577,13,3.73,5XlEgrCsTGGtAENpts8EVt
23,Ulcerate,Stare Into Death and Be Still,24 April 2020,"Technical Death Metal, Dissonant Death Metal",Atmospheric Sludge Metal,"dense, technical, atmospheric, complex, dissonant, dark, uncommon time signatures, ominous","4,168",53,3.69,3IiK3vbVUx7U8rEHuY32sl
24,Meaningful Stone 김뜻돌,꿈에서 걸려온 전화 (A Call From My Dream),27 September 2020,"Indie Pop, Folk Pop","Dream Pop, Chamber Folk","peaceful, female vocals, mellow, soothing, playful, melancholic, soft, lush",968,2,3.71,7cuRyJgRk1NfHrCNv5tM3M
25,The Koreatown Oddity,Little Dominiques Nosebleed,19 June 2020,"West Coast Hip Hop, Conscious Hip Hop, Jazz Rap","Abstract Hip Hop, Experimental Hip Hop, Jazz Poetry","introspective, concept album, male vocals, sampling, playful, humorous, sentimental, bittersweet","2,537",12,3.69,1wdUMeCTyhOZts9ns6YWvH
26,Kashiwa Daisuke,Program Music III,19 December 2020,"Electronic, Post-Rock, Modern Classical","Glitch, IDM, Drum and Bass, Cinematic Classical, Chamber Music","uplifting, epic, lush, eclectic, atmospheric, progressive, suite, complex",877,5,3.70,1qguKtaS5xGKsNm4CelbfK
27,Anti-Kahraman,Anti-Kahraman: 90 Nesli,12 November 2020,Boom Bap,Conscious Hip Hop,"male vocals, rhythmic, sampling, angry, conscious, nocturnal, urban, aggressive",500,6,3.70,1pHHUjt6BW5x8bsxlZ2tkv
28,Yves Tumor,Heaven to a Tortured Mind,3 April 2020,"Neo-Psychedelia, Art Rock","Psychedelic Soul, Glam Rock, Hypnagogic Pop, Funk Rock, Psychedelic Rock","psychedelic, sensual, love, surreal, passionate, atmospheric, sexual, dense","13,147",100,3.64,5wnCTZtzIZxasRSHzI1JeW
29,R.A.P. Ferreira,Purple Moonlight Pages,6 March 2020,"Jazz Rap, Abstract Hip Hop","Conscious Hip Hop, Jazz Poetry","poetic, introspective, male vocals, abstract, philosophical, rhythmic, sampling, optimistic","7,132",63,3.66,5fO3IS08lcTw9rfUtkgILv
30,Kaatayra,Toda história pela frente,18 August 2020,Atmospheric Black Metal,"Folk Metal, Sertanejo de raiz","tropical, male vocals, warm, melancholic, atmospheric, aggressive, dark, triumphant","1,216",8,3.68,36kToN6JoH7DL2gVVppAnL
31,Blu & Exile,Miles,17 July 2020,"Conscious Hip Hop, West Coast Hip Hop, Jazz Rap","Boom Bap, Political Hip Hop, Neo-Soul","conscious, introspective, male vocals, lush, religious, optimistic, sampling, sentimental","3,396",22,3.66,7J3XAN9vV4smAoiz1TQwHB
32,Paysage d'Hiver,Im Wald,25 January 2020,Atmospheric Black Metal,"Ambient, Nature Recordings","winter, atmospheric, raw, forest, cold, male vocals, dark, repetitive","3,906",47,3.63,5nTJdUUCkwLkgg8GPwtHQo
33,Akhlys,Melinoë,18 December 2020,Atmospheric Black Metal,"Dark Ambient, Symphonic Black Metal","occult, infernal, dissonant, aggressive, atmospheric, disturbing, male vocals, ominous","1,298",18,3.65,6NmspSSd2TnMoCf4Gy08Ps
34,Jeff Rosenstock,NO DREAM,20 May 2020,"Pop Punk, Power Pop","Skate Punk, Indie Rock","energetic, male vocals, angry, passionate, melodic, anthemic, warm, conscious","6,255",41,3.63,1yHEYtYNq2HzkidBICThpW
35,Will Wood,The Normal Album,10 July 2020,"Piano Rock, Dark Cabaret, Progressive Pop","Indie Pop, Show Tunes","nihilistic, pessimistic, alienation, male vocals, energetic, sarcastic, manic, chaotic",717,16,3.65,18N6gzTT0phzm6YktirxNe
36,Rina Sawayama,SAWAYAMA,17 April 2020,"Dance-Pop, Contemporary R&B","Electropop, Alternative Rock, Pop Rock","eclectic, female vocals, energetic, conscious, passionate, warm, LGBT, rhythmic","12,147",110,3.59,3stadz88XVpHcXnVYMHc4J
37,Sturgill Simpson,Cuttin' Grass: Vol. 2 - Cowboy Arms Sessions,11 December 2020,Progressive Bluegrass,Americana,"pastoral, male vocals, melancholic, acoustic, rhythmic, passionate, energetic, summer",440,6,3.66,3N51Ixwph25awFqhoACG0U
38,Kaatayra,Só quem viu o relâmpago à sua direita sabe,1 April 2020,"Atmospheric Black Metal, Folk Metal",Choro,"male vocals, acoustic, nature, atmospheric, forest, rain, tropical, warm","1,037",12,3.65,04NBQlGCsxfWWH0TFV0Plo
39,C'est la Key,Metamorph,9 December 2020,"Radio Drama, Experimental","Sound Collage, Field Recordings, Satire, Dark Ambient","anxious, surreal, introspective, avant-garde, abstract, male vocals, complex, concept album",246,5,3.91,
40,The Weeknd,After Hours,20 March 2020,"Alternative R&B, Synthpop","Synthwave, Future Garage, Ambient Pop","nocturnal, atmospheric, male vocals, sexual, dark, ethereal, urban, futuristic","17,368",176,3.55,4yP0hdKOZPNshxUOjY0cZj
41,Neptunian Maximalism,Éons,26 June 2020,"Avant-Garde Jazz, Drone Metal","Avant-Garde Metal, Tribal Ambient, Brutal Prog, Free Jazz, Psychedelic Rock","avant-garde, dense, psychedelic, spiritual, heavy, epic, tribal, ritualistic","3,699",47,3.61,0P25kH1ABGMaF9PzwZzFyc
42,Perfume Genius,Set My Heart on Fire Immediately,15 May 2020,Art Pop,"Chamber Pop, Ambient Pop, Neo-Psychedelia","LGBT, romantic, male vocals, sensual, ethereal, sentimental, atmospheric, lush","7,042",61,3.60,5qWrp5RcqjxB8ak7dtK6Iv
43,Lingua Ignota,The Caligula Demos,4 December 2020,Neoclassical Darkwave,Death Industrial,"pessimistic, female vocals, infernal, misanthropic, raw, anxious, apocalyptic, scary",262,1,3.80,
44,The Ocean Collective,Phanerozoic II: Mesozoic / Cenozoic,25 September 2020,"Progressive Metal, Atmospheric Sludge Metal","Post-Metal, Progressive Rock","male vocals, progressive, concept album, philosophical, atmospheric, existential, heavy, complex","1,407",15,3.62,26TeqFz1sPbJT6VjAbBtzl
45,John Zorn,Baphomet,26 June 2020,Avant-Prog,"Brutal Prog, Avant-Garde Metal, Avant-Garde Jazz","uncommon time signatures, avant-garde, manic, instrumental, complex, improvisation, surreal, dissonant",315,7,3.65,
46,Fleet Foxes,Shore,22 September 2020,"Indie Folk, Chamber Pop","Folk Rock, Folk Pop, Chamber Folk","lush, autumn, peaceful, warm, male vocals, uplifting, spiritual, optimistic","7,257",90,3.59,0lmjCPEcec2k6L7ysNIcd3
47,Cities Aviv,Gum,22 May 2020,"Abstract Hip Hop, Experimental Hip Hop, Drumless","Cloud Rap, Hypnagogic Pop, Jazz Rap, Sound Collage, Plunderphonics","lethargic, hypnotic, sampling, atmospheric, sparse, lonely, male vocals, bittersweet",417,4,3.64,6an4V2zHDAY128hylP4Wj5
48,Havukruunu,Uinuos syömein sota,17 July 2020,"Pagan Black Metal, Melodic Black Metal",,"triumphant, male vocals, melodic, epic, energetic, passionate, heavy, nocturnal","1,449",13,3.61,3CdNDAIQpOcZJEhgkctLns
49,Draconian,Under a Godless Veil,30 October 2020,"Gothic Metal, Death Doom Metal",Ethereal Wave,"sombre, male vocals, female vocals, concept album, melancholic, nocturnal, atmospheric, ethereal",805,15,3.62,4piC4Fef3riuaqWsywyKri
50,Eternal Champion,Ravening Iron,20 November 2020,"US Power Metal, Heavy Metal",,"melodic, anthemic, triumphant, fantasy, male vocals, rhythmic, uplifting, epic",739,11,3.63,
51,YUKIKA 유키카,서울여자 (Soul Lady),21 July 2020,"K-Pop, City Pop, Dance-Pop","Contemporary R&B, Synthpop, Nu-Disco","female vocals, nocturnal, melodic, urban, warm, soothing, bittersweet, soft","4,289",38,3.59,16yrp3d9pCJgQK2RMBTtd1
52,Lamp of Murmuur,Heir of Ecliptical Romanticism,2 October 2020,Black Metal,"Melodic Black Metal, Atmospheric Black Metal","epic, raw, cold, melodic, violence, poetic, occult, passionate",698,6,3.62,
53,Against All Logic,2017 - 2019,7 February 2020,"Post-Industrial, House","IDM, Deconstructed Club, Industrial Techno, Microhouse","sampling, rhythmic, repetitive, hypnotic, mechanical, dense, nocturnal, instrumental","9,987",72,3.57,75vFTgDgdfVhbniLoyCNKh
54,Róisín Murphy,Róisín Machine,2 October 2020,Nu-Disco,"Deep House, Funky House","repetitive, hypnotic, female vocals, party, hedonistic, rhythmic, atmospheric, bittersweet","4,310",40,3.59,5WpDQt6EbpzXbqo9g9P0L6
55,Hate Forest,Hour of the Centaur,25 December 2020,Black Metal,Atmospheric Black Metal,"cold, atmospheric, dark, male vocals, hateful, repetitive, heavy, dense",463,8,3.60,
56,Quelle Chris & Chris Keys,Innocent Country 2,24 April 2020,"Abstract Hip Hop, Jazz Rap, Conscious Hip Hop",Neo-Soul,"introspective, rhythmic, mellow, abstract, lush, male vocals, urban, melodic","2,912",21,3.59,30hEhSuHVZ9dsUYDX7qabr
57,Ka,Descendants of Cain,1 May 2020,"East Coast Hip Hop, Abstract Hip Hop, Drumless","Conscious Hip Hop, Experimental Hip Hop, Gangsta Rap","Christian, sampling, minimalistic, existential, poetic, philosophical, dark, abstract","4,416",32,3.58,0yhyMBfxKhjy1f7TsXXssl
58,Spectral Lore & Mare Cognitum,Wanderers: Astrology of the Nine,13 March 2020,Atmospheric Black Metal,"Post-Metal, Space Ambient","concept album, space, epic, atmospheric, male vocals, occult, mythology, hypnotic","1,557",26,3.59,3d4OqJXfEcU8xA4JuIPFKW
59,Chris Stapleton,Starting Over,13 November 2020,Contemporary Country,"Country Rock, Country Soul, Americana","alcohol, love, passionate, male vocals, rhythmic, sentimental, melancholic, introspective","1,346",14,3.60,0sOeI7pbAmIc8aDFyvkBUW
60,Laura Marling,Song for Our Daughter,10 April 2020,"Contemporary Folk, Singer-Songwriter",Chamber Folk,"female vocals, introspective, sentimental, lush, acoustic, mellow, melancholic, love","4,746",50,3.58,0ubXthGSkZfe30Nuj91lcu
61,Esoctrilihum,Eternity of Shaog,22 May 2020,"Black Metal, Death Metal","Progressive Metal, Melodic Black Metal, Avant-Garde Metal","atmospheric, epic, melodic, dense, infernal, complex, apocalyptic, surreal","1,685",12,3.59,3XOHlh0kHUHKhXiMTgCMRK
62,Protomartyr,Ultimate Success Today,17 July 2020,"Post-Punk, Art Punk",Noise Rock,"apocalyptic, poetic, deadpan, male vocals, noisy, death, dissonant, existential","5,713",52,3.57,1prgWeOu8QaOZnMeUeTdhN
63,Mors Principium Est,Seven,23 October 2020,Melodic Death Metal,Symphonic Metal,"male vocals, heavy, energetic, melodic, triumphant, aggressive, dark, technical",364,4,3.62,2c5EWl16bBWCalqnglUQMC
64,Pharmacist,Medical Renditions of Grinding Decomposition,14 August 2020,"Goregrind, Death Metal",,"heavy, dense, noisy, violence, death, aggressive, manic, vulgar",420,4,3.61,0HiH1AZUbycW7MijBFiqYC
65,Polkadot Stingray ポルカドットスティングレイ,何者 (Nanimono),16 December 2020,"Pop Rock, J-Rock","Power Pop, Disco, Alternative Rock, Alternative Dance","female vocals, playful, melodic, eclectic, energetic",377,1,3.61,3hqIsYUwppQuflNKBw5jCK
66,Mooncitadel,Night's Scarlet Symphonies,11 December 2020,Black Metal,"Symphonic Black Metal, Pagan Black Metal","triumphant, occult, pagan, nocturnal, melodic, epic, aggressive, raw",272,3,3.65,
67,Navy Blue,Song of Sage: Post Panic!,22 December 2020,"East Coast Hip Hop, Conscious Hip Hop, Abstract Hip Hop",,"introspective, mellow, conscious, male vocals, sampling, political, spiritual, sombre","1,503",8,3.58,7fdZwTbIUUVJ6Efrma3xlC
68,tricot,真っ黒 (Makkuro),29 January 2020,"Math Rock, J-Rock","Progressive Pop, Post-Hardcore","female vocals, complex, melodic, energetic, uncommon time signatures, rhythmic, passionate, noisy","4,486",29,3.57,5doNaJuxzyiybQV0YswLBv
69,Motorpsycho,The All Is One,28 August 2020,"Progressive Rock, Psychedelic Rock","Heavy Psych, Space Rock, Zeuhl, Krautrock","warm, epic, heavy, complex, progressive, psychedelic, surreal, summer",592,7,3.59,0FEzburvJnK5fIBLOTcNTI
70,Imperial Triumphant,Alphaville,31 July 2020,"Avant-Garde Metal, Technical Death Metal, Dissonant Death Metal","Avant-Garde Jazz, Black Metal","dissonant, dense, chaotic, mysterious, disturbing, avant-garde, heavy, technical","2,899",38,3.55,1VAxNxcYUKpJ1XEJW12oPY
71,Sun Ra Arkestra,Swirling,30 October 2020,Avant-Garde Jazz,"Spiritual Jazz, Hard Bop","psychedelic, spiritual, female vocals, playful, warm, male vocals, mellow, repetitive",284,6,3.61,6IllkisQuMPHyTogdFs38I
72,Sault,Untitled (Rise),18 September 2020,Neo-Soul,"Poetry, Batucada, Afrobeat, Psychedelic Soul, Jazz-Funk","rhythmic, protest, female vocals, political, poetic, mellow, eclectic, happy","1,461",10,3.58,0K8jX7CLwxJaML5iXdxveF
73,Sevdaliza,Shabrang,28 August 2020,Art Pop,"Trip Hop, Darkwave, Ambient Pop, Glitch Pop, Alternative R&B","melancholic, female vocals, introspective, soothing, dark, mellow, atmospheric, sentimental","3,047",16,3.57,54tTC9UQtLnu5Wldhlnstr
74,Wobbler,Dwellers of the Deep,23 October 2020,"Symphonic Prog, Progressive Rock",Progressive Folk,"complex, uncommon time signatures, male vocals, energetic, melodic, poetic, fantasy, epic",852,8,3.58,0aOupcoxV0EXjLfoHXqb2o
75,Odraza,Rzeczom,8 May 2020,Black Metal,"Progressive Metal, Avant-Garde Metal","urban, alcohol, atmospheric, cold, dissonant, dark, nihilistic, male vocals","1,774",14,3.57,5BbaganxS2RfNMKqAWeJ1w
76,Abigor,Totschläger (A Saintslayer's Songbook),8 December 2020,Black Metal,"Symphonic Black Metal, Progressive Metal","triumphant, apocalyptic, epic, infernal, orchestral, melodic, satanic, death",531,9,3.59,42DFmNalRluQj00Pwe30yf
77,Panzerfaust,The Suns of Perdition - Chapter II: Render Unto Eden,28 August 2020,Black Metal,Post-Metal,"dark, atmospheric, male vocals",441,2,3.59,53dUovUCMGBQ9Af6YbntlE
78,Bye2,霊体ミミズ (GHOST_WORM),25 September 2020,Hardcore Breaks,"Atmospheric Drum and Bass, Breakcore","atmospheric, sampling, ethereal, rhythmic, progressive, energetic, mechanical, futuristic",547,4,3.59,0zAvPv9Ik4WMhktZUczQxQ
79,Conway the Machine,From King to a GOD,11 September 2020,"East Coast Hip Hop, Hardcore Hip Hop","Boom Bap, Gangsta Rap, Conscious Hip Hop","violence, urban, male vocals, conscious, drugs, aggressive, boastful, introspective","2,840",17,3.57,6DGCEJKSnaK626YgoElkjk
80,The Avalanches,We Will Always Love You,11 December 2020,"Neo-Psychedelia, Electronic","Psychedelic Pop, Neo-Soul, Trip Hop, House, Nu-Disco","bittersweet, space, atmospheric, nocturnal, lush, psychedelic, eclectic, death","7,781",91,3.53,755yBlrk0Sz8tIgMMTgyr1
81,Deftones,Ohms,25 September 2020,Alternative Metal,"Shoegaze, Post-Metal, Post-Hardcore","atmospheric, heavy, male vocals, passionate, ethereal, dense, melodic, melancholic","7,562",67,3.53,0VEFy5MsBiq0u2lWL0OwOd
82,Klô Pelgag,Notre-Dame-des-Sept-Douleurs,26 June 2020,"Art Pop, Baroque Pop, Progressive Pop","Singer-Songwriter, Nouvelle chanson française","female vocals, lush, surreal, poetic, introspective, playful, death, bittersweet","2,668",26,3.56,4kNpkRG2YpK4jV9OoopVNh
83,Wayfarer,A Romance With Violence,16 October 2020,Atmospheric Black Metal,"Post-Metal, Gothic Country, Melodic Black Metal","male vocals, dark, sombre, atmospheric, history, heavy, melodic, pastoral",794,6,3.58,3QgcRjIIRDWkvBq9el0GGo
84,MSW,Obliviosus,1 July 2020,"Doom Metal, Funeral Doom Metal","Post-Rock, Sludge Metal, Atmospheric Black Metal, Post-Metal","atmospheric, male vocals, female vocals, heavy, melancholic, depressive, sad, epic",544,5,3.58,1lTObVNZfL4HvEryl4Z1aE
85,Skáphe,Skáphe³,30 September 2020,Atmospheric Black Metal,Avant-Garde Metal,"complex, atmospheric, male vocals, aggressive, heavy, chaotic, psychedelic, ominous",690,7,3.57,2Xc6vNQn45ZkNCwY7KvssL
86,Gorillaz,"Song Machine, Season One",23 October 2020,"Synthpop, Art Pop","Alternative Dance, Hip Hop, Neo-Psychedelia, Alternative R&B, New Wave","eclectic, male vocals, female vocals, rhythmic, quirky, playful, lush, urban","9,506",90,3.52,5I9K0u8r52jp4Y2bF8mOaz
87,Inquisition,Black Mass for a Mass Grave,20 November 2020,Black Metal,,"melodic, occult, male vocals, epic, satanic, mysterious, heavy, triumphant",524,7,3.57,3vWuxrZbpcw1D5ho4d9zj8
88,Unleash the Archers,Abyss,21 August 2020,Power Metal,"Melodic Death Metal, Heavy Metal","female vocals, melodic, energetic, concept album",476,2,3.56,35Tw2Ofk21iMTXTSW3i8sD
89,Aesop Rock,Spirit World Field Guide,13 November 2020,Abstract Hip Hop,Experimental Hip Hop,"concept album, male vocals, complex, cryptic, atmospheric, poetic, forest, alienation","3,011",33,3.55,1i4NEdHn7WBvmmqU3ilJSb
90,Gulch,Impenetrable Cerebral Fortress,24 July 2020,Metalcore,Deathcore,"aggressive, raw, heavy, manic, energetic, male vocals, dark, dissonant","2,213",18,3.55,4bfyHcprcCpzLWqgOsAu4r
91,Hiperson 海朋森,Bildungsroman,24 July 2020,"Indie Rock, Art Rock","Post-Rock, Post-Punk, Krautrock, Poetry","female vocals, progressive, introspective, melodic, poetic, bittersweet, passionate, sentimental",293,4,3.58,0geoqHdXRHnEPOF3FXQ94n
92,Dua Lipa,Future Nostalgia,27 March 2020,"Dance-Pop, Nu-Disco","Synthpop, Funktronica, Electropop","female vocals, party, uplifting, energetic, sexual, playful, rhythmic, love","13,289",193,3.49,5SWCH8JoA3iIsDGQxKEJ2Q
93,Moor Mother,Circuit City,25 September 2020,"Free Jazz, Jazz Poetry",Spiritual Jazz,"chaotic, poem, female vocals, complex, futuristic, political, energetic, philosophical",795,6,3.56,3sj8MlGAJzcUMIMIohz6Fm
94,Apollo Brown & Che Noir,As God Intended,10 July 2020,"Conscious Hip Hop, East Coast Hip Hop",Boom Bap,"female vocals, conscious, sampling, political, introspective, uplifting, urban, rhythmic",636,6,3.57,7jws8jyywKHkSGtRKIyfCB
95,Countless Skies,Glow,6 November 2020,"Melodic Death Metal, Progressive Metal",Progressive Metal,"melodic, triumphant, heavy, sombre, passionate, aggressive, nature, lush",339,6,3.58,3EiUdpTqUMLBDkZEfcp1GT
96,OTTO,Clam Day,23 September 2020,"IDM, Indietronica","Bedroom Pop, Bitpop, Sequencer & Tracker, Skweee","playful, psychedelic, rhythmic, melodic, quirky, warm, lo-fi, uplifting",483,3,3.57,1V7QXhuUzIgvE7OatKdIMq
97,Anthony1 / Exodia / Sienna Sleep,Ateriavia,4 December 2020,"HexD, Freeform Hardcore, Trance","Uplifting Trance, Freetekno, Hard Trance","energetic, instrumental, futuristic, rhythmic, dense, repetitive, nocturnal, atmospheric","1,428",5,3.55,1oj14ePwj31rsk66oFd0Cy
98,Shabaka and The Ancestors,We Are Sent Here by History,13 March 2020,"Afro-Jazz, Spiritual Jazz","Jazz Poetry, Modal Jazz","spiritual, passionate, political, energetic, ritualistic, history, atmospheric, improvisation","2,789",24,3.54,4S5MLu2PKU7uElm2V3JphK
99,Jean Dawson,Pixel Bath,23 October 2020,"Indie Pop, Alt-Pop","Indie Rock, Bedroom Pop, Emo Rap, Pop Rap, Experimental Hip Hop","summer, warm, eclectic, male vocals, energetic, triumphant, atmospheric, rebellious","2,240",19,3.54,0j4s8goMrRPZWjG3v0UblY
100,Ogbert the Nerd,I Don't Hate You,11 December 2020,"Emo, Post-Hardcore","Pop Punk, Midwest Emo","passionate, energetic, anxious, LGBT, manic",313,2,3.57,6Q7Wzle43nLQjsnRkiCSGP
101,Napalm Death,Throes of Joy in the Jaws of Defeatism,18 September 2020,Deathgrind,Industrial Metal,"heavy, aggressive, male vocals, violence, political, energetic, angry, chaotic","1,292",13,3.55,3AASIPHf14TujhNRkluEiA
102,Eartheater,Phoenix: Flames Are Dew Upon My Skin,2 October 2020,"Avant-Folk, Chamber Folk","Electroacoustic, Folktronica, Glitch, Psychedelic Folk","ethereal, female vocals, surreal, atmospheric, eclectic, abstract, sexual, fantasy","2,680",20,3.53,3Vx5QNqKwq4mjSViR9B9b2
103,Boris With Merzbow,2R0I2P0,11 December 2020,"Noise, Post-Metal","Drone Metal, Shoegaze, Post-Rock, Noise Rock, Harsh Noise","noisy, heavy, atmospheric, dense, complex, chaotic, male vocals, psychedelic","2,705",20,3.52,3yHKmmc0q9KDfLrdX2FKEE
104,Haken,Virus,24 July 2020,Progressive Metal,"Djent, Progressive Rock","male vocals, uncommon time signatures, energetic, technical, complex, progressive, concept album, melodic","1,496",26,3.53,1i6DTKXsonvhHZYdLhIbk1
105,Idris Ackamoor ☥ The Pyramids,Shaman!,7 August 2020,"Spiritual Jazz, Afro-Jazz","Jazz-Funk, Jazz Fusion, Jazz Poetry","spiritual, mellow, warm, uplifting, melodic, playful, improvisation, male vocals",484,6,3.56,22uzh695wKuAj2UpfnqR5G
106,Miasmatic Necrosis,Apex Profane,31 October 2020,Goregrind,Deathgrind,"dense, aggressive, heavy, male vocals, rhythmic, disturbing, death, violence",442,4,3.56,55fThgEHpYn6DTYyhzkYTQ
107,Your Old Droog,Dump YOD: Krutoy Edition,4 December 2020,"East Coast Hip Hop, Abstract Hip Hop, Drumless","Conscious Hip Hop, Experimental Hip Hop","boastful, sampling, male vocals, introspective, conscious, abstract, humorous, rhythmic",855,10,3.55,5w84qVnNHvWnplOXOki2ch
108,Slift,Ummon,28 February 2020,"Heavy Psych, Space Rock","Stoner Rock, Krautrock, Garage Rock","heavy, energetic, atmospheric, space, progressive, psychedelic, male vocals, noisy","2,034",21,3.53,0mDB0OdwVTHh6cb70Fcdxq
109,Of Feather and Bone,Sulfuric Disintegration,13 November 2020,Death Metal,War Metal,"heavy, infernal, male vocals, dense, dark, anti-religious, aggressive, dissonant",710,2,3.55,2DxQ3kUQbOxfCWNeAC5i8F
