position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
11,Terry Riley / Africa Express,Africa Express Presents... Terry Riley's In C Mali,24 November 2014,Minimalism,Mande Music,"rhythmic, hypnotic, repetitive, warm, uplifting, playful, improvisation, energetic",843,7,3.78,6jxiWDWZNGnk9rSoMlqdKB
12,Buckethead,Hold Me Forever (In Memory of My Mom Nancy York Carroll),25 June 2014,"Progressive Rock, Progressive Metal",,"melancholic, progressive, energetic, instrumental, death, passionate",462,9,3.76,
13,Bekëth Nexëhmü,De svarta riterna,18 August 2014,Atmospheric Black Metal,"Ambient, Black Ambient","atmospheric, cold, raw, male vocals, lo-fi, dissonant, improvisation, winter",757,6,3.74,
14,Furia,Nocel,16 October 2014,Black Metal,"Atmospheric Black Metal, Post-Metal","heavy, sombre, atmospheric, dark, melancholic, complex, nocturnal, anxious",957,9,3.74,
15,Matthew Halsall & The Gondwana Orchestra,When the World Was One,16 June 2014,"Spiritual Jazz, Modal Jazz","Post-Bop, ECM Style Jazz","spiritual, soothing, atmospheric, hypnotic, instrumental, passionate, warm, calm",502,9,3.75,0XVEjoxFFwtcx7dFwAYz7Z
16,Michael Pisaro / Greg Stuart / Patrick Farmer / Joe Panzner / Toshiya Tsunoda,Continuum Unbound,2 October 2014,"Musique concrète, Nature Recordings, Field Recordings","Drone, Birdsong, Indeterminacy, Nature Recordings","soothing, forest, meditative, atmospheric, tropical, instrumental, natural, hypnotic",517,4,3.72,
17,Dean Blunt,Black Metal,3 November 2014,"Art Pop, Hypnagogic Pop","Minimal Wave, Dream Pop, Dub, Post-Punk","nocturnal, lonely, sombre, apathetic, sampling, male vocals, atmospheric, urban","7,090",49,3.68,3NaLxwBorilUsVXaB9NCKw
18,Behemoth,The Satanist,7 February 2014,"Death Metal, Black Metal",Black Metal,"satanic, heavy, male vocals, dark, epic, infernal, triumphant, misanthropic","6,542",82,3.67,3KMD4mCBn8KS8bhtwn3cnq
19,Dead Congregation,Promulgation of the Fall,5 May 2014,Death Metal,Death Doom Metal,"heavy, atmospheric, dense, dark, aggressive, hateful, misanthropic, ominous","1,563",23,3.71,093ctZKjtMDADth0fJUWAr
20,The Hotelier,"Home, Like Noplace Is There",18 February 2014,Emo,"Post-Hardcore, Midwest Emo, Pop Punk","passionate, death, suicide, melancholic, anxious, poetic, introspective, energetic","5,622",48,3.68,4vyRkokppA53x2FzJUj43B
21,Grouper,Ruins,31 October 2014,"Singer-Songwriter, Ambient",Nature Recordings,"lonely, sad, rain, soft, atmospheric, melancholic, sparse, female vocals","6,258",53,3.68,5ElYoVUqRQIlDekD1v6aKa
22,Dir en Grey,Arche,10 December 2014,"Alternative Metal, Visual kei","Progressive Metal, Avant-Garde Metal","angry, heavy, dark, male vocals, disturbing, progressive, eclectic, energetic",793,6,3.71,65Zzop9J6VPf4nRoF0RKcm
23,cv313,"Echospace [Detroit] Presents: ""Altering Illusions"" [Chapter One]",3 January 2014,Dub Techno,"Ambient Techno, Ambient Dub","repetitive, atmospheric, hypnotic, calm, nocturnal, soothing, instrumental, psychedelic",546,6,3.72,
24,t e l e p a t h テレパシー能力者,現実を超えて (Genjitsu o koete),26 June 2014,Vaporwave,"Ambient, Downtempo, Dreampunk","nocturnal, meditative, soothing, sampling, atmospheric, ethereal, mysterious, rain","1,024",13,3.71,
25,Flying Lotus,You're Dead!,6 October 2014,"Nu Jazz, Wonky, Jazz Fusion","Experimental Hip Hop, Glitch Hop, Spiritual Jazz","death, psychedelic, complex, concept album, melancholic, atmospheric, apocalyptic, spiritual","12,113",75,3.64,29luvT98TnqHjVDYSRbbrj
26,Sturgill Simpson,Metamodern Sounds in Country Music,13 May 2014,Outlaw Country,"Country Rock, Psychedelic Rock","male vocals, drugs, psychedelic, introspective, spiritual, existential, melodic, bittersweet","2,076",16,3.69,4twFJGg7RthvLI9vYCgWt6
27,Ne Obliviscaris,Citadel,7 November 2014,Progressive Metal,"Melodic Death Metal, Melodic Black Metal","technical, complex, progressive, male vocals, fantasy, sombre, dark, melodic","2,088",38,3.66,4BX2URR8ee6P2aQFvee2yF
28,DJ Rozwell,None of This Is Real,14 January 2014,"Instrumental Hip Hop, Experimental Hip Hop, Plunderphonics","Dungeon Synth, Ambient, Chopped and Screwed, Illbient, Sound Collage","aleatory, concept album, sampling, lo-fi, atmospheric, mysterious, surreal, fantasy","2,509",26,3.68,1ALwbKFmLCyeirBWKC1Kb5
29,Culprate,Deliverance,8 December 2014,IDM,"Wonky, Folktronica, Dubstep, Nu Jazz, Drill and Bass","complex, psychedelic, surreal, instrumental, lush, atmospheric, warm, dense",972,9,3.69,36OAaWRu3cJ7VEOKnrdruh
30,Jun Konagaya,Travel,November 2014,"Post-Industrial, Neoclassical Darkwave","Ambient, Dark Ambient, Avant-Folk, Martial Industrial, Neofolk","mysterious, ominous, lonely, bittersweet, repetitive, dark, ethereal, sombre",949,5,3.68,
31,Mare Cognitum,Phobos Monolith,3 November 2014,Atmospheric Black Metal,,"atmospheric, male vocals, dense, space, melodic, heavy, energetic, ethereal",967,15,3.68,3iI0JEJ4QLNyf4aB86IqV6
32,Triptykon,Melana Chasmata,14 April 2014,Doom Metal,"Gothic Metal, Thrash Metal","melancholic, misanthropic, heavy, death, dark, ominous, sombre, male vocals","2,152",36,3.67,1grYUhn0k8XBFGRAEs5qVh
33,Panopticon,Roads to the North,August 2014,Atmospheric Black Metal,"Bluegrass, Melodic Black Metal, Melodic Death Metal","nature, winter, atmospheric, melancholic, forest, male vocals, passionate, melodic","2,550",27,3.66,3Wj3kaoFezsJQrPAkgi4a6
34,Ben Howard,I Forget Where We Were,20 October 2014,"Singer-Songwriter, Indie Folk","Chamber Folk, Dream Pop, Post-Rock","male vocals, atmospheric, sombre, melancholic, breakup, lush, lonely, mellow","1,351",14,3.67,4WI3oFEsDiHU3I5xHz88sF
35,Lamp,ゆめ (Yume),5 February 2014,"Shibuya-kei, Sophisti-Pop","Chamber Pop, Jazz Pop, Progressive Pop, Lounge, Smooth Jazz","lush, male vocals, female vocals, soft, melodic, mellow, spring, peaceful","1,766",9,3.67,4d0nnBfxKBJt3evaV4Yssh
36,Internal Rot,Mental Hygiene,21 March 2014,Grindcore,,"heavy, energetic, angry, aggressive, chaotic, infernal, raw, hateful",654,5,3.67,0JL8RZwXtwO8oR7PNj6XNw
37,The Trio Project,Alive,17 June 2014,Jazz Fusion,Post-Bop,"instrumental, complex, technical, energetic",335,4,3.69,2TgDFgwGoILxMqXaXW8Qd2
38,Machine Girl,WLFGRL,17 February 2014,"Hardcore Breaks, UK Bass, Footwork",Breakcore,"manic, energetic, sampling, instrumental, aggressive, rhythmic, nocturnal, dense","8,647",46,3.62,1xbcqJ0EAMxyGyffMzO8rL
39,Bent Knee,Shiny Eyed Babies,11 November 2014,"Art Rock, Experimental Rock, Progressive Pop","Progressive Rock, Alternative Rock, Rock Opera, Avant-Prog, Chamber Pop","passionate, female vocals, progressive, complex, playful, uncommon time signatures, melancholic, love",801,9,3.66,1fzglmXGoCvEhA3MZNBwdf
40,FKA twigs,LP1,11 August 2014,"Art Pop, Alternative R&B","Wonky, Trip Hop, Deconstructed Club, Glitch Pop, Dubstep","sensual, sexual, hypnotic, futuristic, ethereal, atmospheric, female vocals, dark","11,938",94,3.60,4in34qwyUghNc9ykmH2BTO
41,Robert Rich,Perpetual - A Somnium Continuum,15 July 2014,"Ambient, Drone","Nature Recordings, Dark Ambient","atmospheric, instrumental, forest, calm, ethereal, mysterious, nocturnal, meditative",418,3,3.65,
42,Alvvays,Alvvays,22 July 2014,"Twee Pop, Indie Pop, Jangle Pop","Dream Pop, Jangle Pop, Indie Surf","bittersweet, female vocals, summer, melodic, romantic, warm, love, longing","7,940",55,3.61,4PrBMzWzzoMOwm55Bfo3dt
43,Darkspace,Dark Space III I,6 September 2014,Atmospheric Black Metal,"Dark Ambient, Space Ambient","dark, space, atmospheric, cold, ominous, repetitive, male vocals, dense","1,527",25,3.64,6zrTpLPW6vmaVk6xGa0Fmg
44,Spectral Lore,III,2 May 2014,Atmospheric Black Metal,"Dark Folk, Space Ambient","fantasy, epic, dense, space, progressive, ethereal, atmospheric, melancholic","1,024",12,3.65,5UetZ7EzBp3hz5Egc9D2ZB
45,Seven Impale,City of the Sun,1 September 2014,Progressive Rock,"Jazz-Rock, Rock in Opposition","anxious, uncommon time signatures, male vocals, complex, energetic, dense, heavy",348,5,3.66,5qWPS87Pr36cls3MhtVqS5
46,Ariel Pink,pom pom,17 November 2014,"Hypnagogic Pop, Psychedelic Pop","New Wave, Progressive Pop, Zolo","psychedelic, eclectic, playful, melodic, quirky, humorous, sarcastic, male vocals","9,618",70,3.58,4UhaqAS8V23KozB3dzLMax
47,Gridlink,Longhena,19 February 2014,Grindcore,Mathcore,"technical, complex, futuristic, aggressive, energetic, melodic, dissonant, manic","1,810",26,3.63,0HnyPwBNBKdm235IYNglx8
48,Neil Cicierega,Mouth Silence,19 July 2014,"Mashup, Musical Comedy","Novelty, Plunderphonics, Musical Comedy, Dance-Pop, Pop Rock","humorous, surreal, satirical, sampling, mashup, playful, quirky, eclectic","1,826",18,3.62,
49,The War on Drugs,Lost in the Dream,18 March 2014,"Heartland Rock, Indie Rock, Neo-Psychedelia","Neo-Psychedelia, Dream Pop, Americana, Space Rock Revival, New Wave","psychedelic, ethereal, passionate, melancholic, lush, male vocals, warm, soothing","8,553",110,3.58,14xxjLlbGy8ACm4MorBjD5
50,Alex G,DSU,17 June 2014,"Lo-Fi / Slacker Rock, Indie Rock","Bedroom Pop, Neo-Psychedelia","melancholic, lo-fi, male vocals, warm, introspective, bittersweet, psychedelic, mellow","3,034",19,3.63,7jLo1gWMdVuLfsCBot57mf
51,Richard Dawson,Nothing Important,3 November 2014,"Avant-Folk, Singer-Songwriter","Progressive Folk, American Primitivism, Experimental Rock","dissonant, avant-garde, raw, male vocals, anxious, chaotic, passionate, noisy","1,485",13,3.62,2jXPaZLw1ggFCfxTD8mrEe
52,Juçara Marçal,Encarnado,18 February 2014,"Vanguarda paulista, Experimental Rock","Math Rock, Noise Rock, Samba","death, sombre, female vocals, avant-garde, disturbing, uncommon time signatures, anxious, abstract","1,383",20,3.63,27MPmt4ugFwqRDjylyX7cG
53,Aphex Twin,Syro,22 September 2014,IDM,"Acid Techno, Drill and Bass, Acid Breaks, Synth Funk","instrumental, complex, mechanical, futuristic, rhythmic, technical, playful, atmospheric","11,806",103,3.58,6oRuinkJdTge4hpTuClEF8
54,Kairon; IRSE!,Ujubasajuba,8 August 2014,"Shoegaze, Post-Rock, Space Rock Revival","Space Rock, Post-Rock, Progressive Rock","psychedelic, atmospheric, energetic, noisy, epic, ethereal, dense, androgynous vocals","4,689",49,3.61,5PfEMwJL9kHLEdJKqF4Zj6
55,Sharon Van Etten,Are We There,27 May 2014,Singer-Songwriter,"Indie Folk, Indie Pop, Dream Pop","love, female vocals, bittersweet, sentimental, melancholic, breakup, longing, lonely","3,811",38,3.61,0F1pMhF8Vy74nKkQeLBfrd
56,Angles 9,Injuries,May 2014,"Experimental Big Band, Avant-Garde Jazz",,"ensemble, avant-garde, instrumental, warm, energetic, improvisation",586,11,3.64,51xIyzrFmlI7yC6dB1aQml
57,Mom,3,26 October 2014,"Electropop, Indietronica","Sequencer & Tracker, Singer-Songwriter","female vocals, passionate, self-hatred, LGBT, anxious, depressive, minimalistic, love",419,8,3.60,6OSv5dcncro7XcNnQ7tANn
58,Hail the Sun,Wake,23 September 2014,Post-Hardcore,Math Rock,"anxious, male vocals, uncommon time signatures, death, political, melodic, serious, passionate",757,3,3.62,4wzvzYbAA13pK9zESHvSAd
59,Iceage,Plowing Into the Field of Love,7 October 2014,Post-Punk,"Punk Blues, Art Punk, Gothic Rock","passionate, melancholic, dark, romantic, male vocals, poetic, introspective, anxious","5,593",48,3.58,1uxE3o03No4rPsWVyS0ZMS
60,Artificial Brain,Labyrinth Constellation,18 February 2014,"Technical Death Metal, Dissonant Death Metal","Brutal Death Metal, Black Metal","science fiction, atmospheric, space, technical, heavy, male vocals, dissonant, dense","1,597",17,3.61,2iOQAM3STw2SoBn7XLdEuu
61,GoGo Penguin,v2.0,17 March 2014,Jazz,"Nu Jazz, Jazz-Rock, ECM Style Jazz","energetic, uplifting, instrumental, lush, rhythmic, playful, atmospheric",652,10,3.63,7hq5hwEkWFpjsRLYR9X3zS
62,death's dynamic shroud.wmv,失われた時Regret,1 August 2014,Vaporwave,"Ambient, Dreampunk","lonely, depressive, melancholic, sad, breakup, sampling, atmospheric, surreal",791,12,3.62,55Q45dNLrQuG74TNn7kiZq
63,Volahn,Aq'ab'al,12 October 2014,Black Metal,"Atmospheric Black Metal, Indigenous American Traditional Music, Melodic Black Metal","mythology, raw, history, male vocals, war, noisy, heavy, technical",634,6,3.62,
64,YOB,Clearing the Path to Ascend,2 September 2014,Doom Metal,"Sludge Metal, Stoner Metal, Post-Metal","sombre, male vocals, heavy, passionate, apocalyptic, atmospheric, aggressive, dark","1,572",20,3.61,5F95ft2FNUq8HZntK0WxJ5
65,death's dynamic shroud.wmv,DERELICTメガタワー,20 June 2014,"Vaporwave, Ambient","Video Game Music, Bit Music, Plunderphonics","sampling, atmospheric, surreal, soothing, quirky, mysterious, apocalyptic, concept album",692,12,3.62,2pFPM7MWfnecHWWglJSYyh
66,Lucinda Williams,Down Where the Spirit Meets the Bone,30 September 2014,"Americana, Alt-Country, Singer-Songwriter","Blues Rock, Country Rock, Heartland Rock",female vocals,326,11,3.63,2872T9bE8UEJHXC46lCDaQ
67,Odraza,Esperalem tkane,15 April 2014,Black Metal,Progressive Rock,"alcohol, depressive, cold, urban, dark, drugs, nihilistic, atmospheric",692,2,3.62,0DWlWU6q6naOSz6xkQBhHU
68,Saor,Aura,20 June 2014,"Atmospheric Black Metal, Pagan Black Metal","Celtic Folk Music, Celtic Metal","uplifting, nature, folklore, pagan, atmospheric, heavy, male vocals, epic","1,912",31,3.59,1BhdMkVHX7OGnAo1llUEmq
69,Open Mike Eagle,Dark Comedy,10 June 2014,"Abstract Hip Hop, West Coast Hip Hop","Conscious Hip Hop, Glitch Hop, Experimental Hip Hop","humorous, mellow, introspective, warm, conscious, eclectic, male vocals, soothing","2,931",19,3.60,3hSppPElM044DnIafFTg96
70,Sólstafir,Ótta,29 August 2014,"Post-Rock, Post-Metal","Art Rock, Atmospheric Sludge Metal","melancholic, cold, male vocals, atmospheric, epic, sombre, winter, passionate","2,013",25,3.60,3jUZIR2RRcuddKrbetFftv
71,Mors Principium Est,Dawn of the 5th Era,5 December 2014,Melodic Death Metal,Symphonic Metal,"anti-religious, melodic, epic, passionate, energetic",547,5,3.60,1REyIvv1UcAveTpdmVi12d
72,Have a Nice Life,The Unnatural World,4 February 2014,"Post-Punk, Shoegaze","Drone, Post-Industrial, Gothic Rock","dark, depressive, sombre, atmospheric, melancholic, lo-fi, male vocals, misanthropic","8,493",46,3.56,3fGQCe3TEdboL5RSVFuvRI
73,Bruno Pernadas,How Can We Be Joyful in a World Full of Knowledge,31 March 2014,"Neo-Psychedelia, Space Age Pop, Art Pop","Jazz Fusion, Psychedelic Pop, Progressive Pop","warm, summer, mellow, psychedelic, lush, happy, male vocals, abstract",585,7,3.62,7zbGGxEA3JGxfHtcRfEE93
74,Andy Stott,Faith in Strangers,17 November 2014,"Deconstructed Club, UK Bass","Ambient Techno, Dub Techno, Dark Ambient","nocturnal, female vocals, atmospheric, urban, dark, mechanical, hypnotic, sombre","4,751",35,3.58,1BzMONuUlgUnqOrg2aQeAY
75,John Luther Adams / Seattle Symphony / Ludovic Morlot,Become Ocean,30 September 2014,"Orchestral, Totalism","Ambient, Drone, Minimalism","aquatic, calm, orchestral, soothing, mellow, peaceful, meditative, instrumental",452,6,3.61,14ZIOHQQEvOPR59Nkdl4ga
76,Insomnium,Shadows of the Dying Sun,28 April 2014,Melodic Death Metal,,"sombre, melancholic, melodic, male vocals, atmospheric, heavy, concept album, epic","1,629",24,3.58,0iYAnDAQLAOXIl5bUAfYG3
77,Horrendous,Ecdysis,14 October 2014,Death Metal,"Melodic Death Metal, Heavy Metal","heavy, aggressive, progressive, male vocals, dense, passionate, hateful, technical",951,8,3.59,1kkcolZkWXDRxGBwX4UwTn
78,Joyce Manor,Never Hungover Again,22 July 2014,"Pop Punk, Indie Rock","Emo, Power Pop","male vocals, anthemic, passionate, bittersweet, energetic, sentimental, raw, longing","2,810",15,3.57,6cPoZUF1MLvQvXkfDGHwsf
79,t e l e p a t h テレパシー能力者,向かい合って (Mukaiatte),5 October 2014,"Vaporwave, Ambient","Dreampunk, Drone","atmospheric, ethereal, hypnotic, lethargic, sampling, repetitive, soft, nocturnal",363,13,3.60,
80,Primordial,Where Greater Men Have Fallen,21 November 2014,"Folk Metal, Pagan Black Metal","Doom Metal, Black Metal, Epic Doom Metal","pagan, atmospheric, passionate, male vocals, melancholic, heavy, nature, history","1,138",10,3.58,3PoyHOYbmI7b0wLKz2ztyQ
81,Slugdge,Gastronomicon,28 June 2014,Death Metal,"Progressive Metal, Technical Death Metal","heavy, rhythmic, dark, melodic, progressive, atmospheric, dense",344,3,3.61,6v12T3OZJhfTMTOj5WN1fJ
82,St. Vincent,St. Vincent,25 February 2014,"Art Pop, Art Rock",Noise Pop,"mechanical, playful, female vocals, rhythmic, futuristic, quirky, abstract, noisy","8,494",80,3.54,2CJnMhwEEkS8R1ctgt5llf
83,Five Star Hotel,Gray Data,18 June 2014,"Power Noise, Footwork","Deconstructed Club, Hardcore [EDM], Trap [EDM], Philly Club","noisy, rhythmic, repetitive, energetic, sampling, heavy, raw, aggressive","1,095",16,3.58,6Q8hkb14PqvyLVEdmWXiD9
84,Sílvia Pérez Cruz & Raül Fernández Miró,Granada,6 May 2014,"Avant-Folk, Contemporary Folk","Nova cançó, Flamenco nuevo","female vocals, minimalistic, passionate, sentimental, noisy, sparse, eclectic, avant-garde",327,4,3.60,6d0iojYCEgb4D1L9zUFrdV
85,John Cage / clipping.,CLPPNG,10 June 2014,"Industrial Hip Hop, Experimental Hip Hop, West Coast Hip Hop","Hardcore Hip Hop, Noise, Abstract Hip Hop, Musique concrète","noisy, violence, mechanical, aggressive, crime, rhythmic, urban, dark","9,615",52,3.53,0nzammMx8yd48selZLWfUx
86,Thou,Heathen,25 February 2014,"Sludge Metal, Doom Metal",Atmospheric Sludge Metal,"nihilistic, heavy, atmospheric, misanthropic, dark, hypnotic, sombre, melancholic","1,845",20,3.57,1KNPeBXROZ71EG0g4zlt8B
87,Sühnopfer,Offertoire,1 December 2014,Melodic Black Metal,,"medieval, triumphant, war, melodic, aggressive",301,4,3.60,1EPHgAY2U03tRcVzoB4EzP
88,Epica,The Quantum Enigma,2 May 2014,Symphonic Metal,"Progressive Metal, Power Metal","female vocals, melodic, male vocals, introspective, choral, philosophical, uplifting, epic",898,18,3.54,153vVwGZCW362zDSFcr2r5
89,BADBADNOTGOOD,III,6 May 2014,Jazz Fusion,"Instrumental Hip Hop, Nu Jazz, Post-Bop","instrumental, mellow, nocturnal, rhythmic, lush, melodic, technical","5,127",28,3.55,6lFto2CRe5P3SG9QSFncCo
90,Morbus Chron,Sweven,24 February 2014,"Death Metal, Psychedelic Rock",Progressive Rock,"psychedelic, progressive, male vocals, cold, abstract, dark, atmospheric, death","1,005",17,3.57,6A6pcevwf8ZeLitcizOeDp
91,Sports,Sunchokes,5 June 2014,"Pop Punk, Indie Rock",Emo,"love, rebellious, female vocals, melodic, passionate, longing, lo-fi, energetic",597,4,3.58,6StE2HqB0nrmIIbEmESZq3
92,Teitanblood,Death,13 March 2014,"War Metal, Death Metal",,"raw, dense, heavy, noisy, infernal, manic, chaotic, aggressive","1,185",21,3.56,7JZhjnxvQTwuX4EZDFuZhN
93,Storm{O},Sospesi nel vuoto bruceremo in un attimo e il cerchio sarà chiuso,21 February 2014,"Post-Hardcore, Mathcore",Screamo,"aggressive, angry, energetic, dissonant, dark, male vocals, passionate, heavy",621,6,3.58,5bW4T1FqGTixuRnonu4NiP
94,t e l e p a t h テレパシー能力者,アンドロメダ,25 November 2014,"Vaporwave, Ambient",New Age,"atmospheric, mellow, calm, lush, peaceful, meditative, ethereal, instrumental",575,12,3.59,3JDhAurRgHkzMDVev06vOW
95,Riot,Unleash the Fire,22 October 2014,"Heavy Metal, Power Metal, US Power Metal",,"male vocals, anthemic, melodic, passionate, energetic",357,11,3.58,5O6lfLszjTxn2PeF2NjMoT
96,Thy Darkened Shade,Liber Lvcifer I: Khem Sedjet,31 October 2014,"Black Metal, Death Metal",Progressive Metal,"occult, satanic, melodic, ominous, disturbing, infernal, dark, complex",324,8,3.59,0kwa3OW7o3tk5XMxbes7W2
97,Spoon,They Want My Soul,5 August 2014,Indie Rock,Indie Pop,"energetic, melodic, male vocals, urban, rhythmic, bittersweet, melancholic, quirky","3,637",38,3.55,55TZx6GWm1hlEbRgkGRjma
98,Endon,Mama,24 September 2014,"Avant-Garde Metal, Noise Rock","Noise, Black Metal, Grindcore","noisy, manic, scary, chaotic, disturbing, dissonant, raw, infernal",679,4,3.57,7K8xhQ2l6tm0bNSkKjl4wl
99,Satanic Warmaster,Fimbulwinter,14 November 2014,Black Metal,,"cold, occult, dark, pagan, infernal, melodic, heavy",405,6,3.58,
100,death's dynamic shroud.wmv,Virtual Utopia Experience,8 November 2014,"Vaporwave, Folktronica","Psychedelic Folk, Neo-Psychedelia, Avant-Folk, Ambient, New Age","psychedelic, atmospheric, ethereal, sampling, lush, mellow, mysterious, warm",664,6,3.58,2GOOmA0fLfzMqWZsITpyvb
101,Kriegsmaschine,Enemy of Man,5 February 2014,Black Metal,Atmospheric Black Metal,"heavy, apocalyptic, rhythmic, misanthropic, dissonant, anti-religious, technical, aggressive",709,8,3.57,3aZeIQfK3f2fCZoJRP8dmY
102,Natural Snow Buildings,The Night Country,23 June 2014,"Drone, Psychedelic Folk","Avant-Folk, Ambient, Free Folk","atmospheric, improvisation, nocturnal, dark, sombre, mysterious, winter, androgynous vocals",910,6,3.57,
103,Fire! Orchestra,Enter,26 May 2014,Experimental Big Band,"Vocal Jazz, Free Jazz, Jazz Fusion, European Free Jazz","avant-garde, technical, female vocals, noisy, dense, hypnotic, chaotic, improvisation","1,464",14,3.56,0CsZ0I8PcLGEcgXQdVS2if
104,IQ,The Road of Bones,May 2014,Neo-Prog,,"dark, melodic, progressive, atmospheric",746,15,3.54,74Y1GWnPEyXfAmQaLMaQ4P
105,Full of Hell & Merzbow,Full of Hell & Merzbow,25 November 2014,"Grindcore, Powerviolence, Noise","Harsh Noise, Crust Punk, Death Industrial","noisy, angry, misanthropic, aggressive, chaotic, nihilistic, dissonant, male vocals","2,653",14,3.55,5TOfimDwyiJ71grEQMd9UH
106,Rishloo,Living as Ghosts With Buildings as Teeth,9 December 2014,"Progressive Rock, Alternative Rock","Alternative Metal, Progressive Metal","passionate, progressive, surreal, atmospheric, energetic, abstract, lush, cryptic",470,4,3.56,6He7ojeGjl5U8waqhRd0Xx
107,Nightingale,Retribution,10 November 2014,Hard Rock,"AOR, Progressive Rock","melodic, progressive, male vocals",306,9,3.58,2qeG0JdZkZaNSM05b4mVsQ
108,Every Time I Die,From Parts Unknown,30 June 2014,"Metalcore, Mathcore","Hardcore Punk, Southern Rock, Southern Metal","passionate, heavy, energetic, aggressive, technical, male vocals, angry, manic","1,151",12,3.55,2WEg8OjycdfnrQFd0tX3yr
109,Casualties of Cool,Casualties of Cool,14 May 2014,Alt-Country,"Ambient, Blues Rock, Ambient Pop, Gothic Country","atmospheric, ethereal, female vocals, mellow, male vocals, melodic, passionate, concept album","1,419",31,3.55,37cVlKDwp4lcIqb3Bwv4et
110,Architects,Lost Forever // Lost Together,10 March 2014,Metalcore,"Post-Hardcore, Djent","atmospheric, complex, conscious, melodic, angry, heavy, aggressive, energetic","1,388",14,3.54,2lhb3UDJS3qnu9jUypiheU
111,Nero di Marte,Derivae,28 October 2014,"Progressive Metal, Post-Metal","Atmospheric Sludge Metal, Technical Death Metal","complex, male vocals, dissonant, atmospheric, dense, heavy, passionate, technical",343,5,3.58,7CEF54Tmds9eqcWREm94Aw
112,StarGazer,A Merging to the Boundless,2 December 2014,Technical Death Metal,"Progressive Metal, Black Metal","cryptic, surreal, occult, progressive, technical, death, avant-garde, aggressive",382,4,3.57,5Jmfw7USq1BWq0supzo1AU
113,Lunatic Soul,Walking on a Flashlight Beam,6 October 2014,Art Rock,"Ambient, Progressive Rock, Acoustic Rock, Electronic","atmospheric, cold, progressive, ominous, melancholic, dark, male vocals, suicide",701,7,3.55,3nE8gGlD1h6njWGJWt8sYz
114,PoiL,Brossaklitt,5 May 2014,"Avant-Prog, Brutal Prog","Zeuhl, Zolo","quirky, vulgar, humorous, uncommon time signatures, energetic",284,5,3.59,2O4lKJeGfK1Tv94KftW93B
